"Index","WMT.Adjusted"
"2020-09-11",42.4180679321289
"2020-09-14",42.6104507446289
"2020-09-15",42.6228637695312
"2020-09-16",42.2815322875977
"2020-09-17",42.414966583252
"2020-09-18",41.9805374145508
"2020-09-21",42.5328636169434
"2020-09-22",42.9176445007324
"2020-09-23",42.1977462768555
"2020-09-24",42.4180679321289
"2020-09-25",42.5949363708496
"2020-09-28",42.5887260437012
"2020-09-29",42.5545959472656
"2020-09-30",43.414119720459
"2020-10-01",44.3977737426758
"2020-10-02",43.5972061157227
"2020-10-05",44.0005912780762
"2020-10-06",43.6375427246094
"2020-10-07",43.7182197570801
"2020-10-08",43.8640518188477
"2020-10-09",44.3046875
"2020-10-12",44.7608299255371
"2020-10-13",45.3752288818359
"2020-10-14",44.6646423339844
"2020-10-15",44.8477096557617
"2020-10-16",44.9035682678223
"2020-10-19",44.3574447631836
"2020-10-20",44.6522216796875
"2020-10-21",44.807373046875
"2020-10-22",44.5436172485352
"2020-10-23",44.6367073059082
"2020-10-26",44.1123046875
"2020-10-27",44.3326187133789
"2020-10-28",43.454460144043
"2020-10-29",43.4172248840332
"2020-10-30",43.0541839599609
"2020-11-02",43.5661697387695
"2020-11-03",44.3046875
"2020-11-04",44.0502395629883
"2020-11-05",44.5188064575195
"2020-11-06",45.2324829101562
"2020-11-09",44.5405197143555
"2020-11-10",45.1673164367676
"2020-11-11",45.9182510375977
"2020-11-12",45.9958267211914
"2020-11-13",46.7126197814941
"2020-11-16",47.302188873291
"2020-11-17",46.3495674133301
"2020-11-18",46.2626800537109
"2020-11-19",47.2029037475586
"2020-11-20",46.6195335388184
"2020-11-23",46.8336448669434
"2020-11-24",46.9670639038086
"2020-11-25",47.1129035949707
"2020-11-27",47.0415458679199
"2020-11-30",47.4107933044434
"2020-12-01",47.3642463684082
"2020-12-02",46.7064094543457
"2020-12-03",46.3278427124023
"2020-12-04",46.2068290710449
"2020-12-07",45.9585952758789
"2020-12-08",46.3743896484375
"2020-12-09",46.0082359313965
"2020-12-10",45.7933464050293
"2020-12-11",45.7809028625488
"2020-12-14",45.3604507446289
"2020-12-15",45.3386573791504
"2020-12-16",45.2919387817383
"2020-12-17",45.500602722168
"2020-12-18",45.4538803100586
"2020-12-21",45.4601135253906
"2020-12-22",44.908878326416
"2020-12-23",44.6036643981934
"2020-12-24",44.6908683776855
"2020-12-28",45.2265396118164
"2020-12-29",44.9400177001953
"2020-12-30",44.9026527404785
"2020-12-31",44.8932991027832
"2021-01-04",45.6345100402832
"2021-01-05",45.3915939331055
"2021-01-06",45.6750106811523
"2021-01-07",45.6718864440918
"2021-01-08",45.6656646728516
"2021-01-11",45.871208190918
"2021-01-12",46.3944129943848
"2021-01-13",45.9210357666016
"2021-01-14",45.7715454101562
"2021-01-15",45.0459022521973
"2021-01-19",44.6566047668457
"2021-01-20",45.3168601989746
"2021-01-21",45.1113052368164
"2021-01-22",45.5722351074219
"2021-01-25",45.5317344665527
"2021-01-26",45.9397201538086
"2021-01-27",44.7967681884766
"2021-01-28",44.768726348877
"2021-01-29",43.7534523010254
"2021-02-01",43.3735008239746
"2021-02-02",43.8406562805176
"2021-02-03",43.9745674133301
"2021-02-04",44.3887748718262
"2021-02-05",44.9587020874023
"2021-02-08",45.167366027832
"2021-02-09",45.4165153503418
"2021-02-10",44.887077331543
"2021-02-11",44.8528213500977
"2021-02-12",44.9929618835449
"2021-02-16",45.3635673522949
"2021-02-17",45.8431777954102
"2021-02-18",42.8720970153809
"2021-02-19",43.0838661193848
"2021-02-22",42.8814315795898
"2021-02-23",42.1900482177734
"2021-02-24",41.4862022399902
"2021-02-25",41.0938034057617
"2021-02-26",40.4615859985352
"2021-03-01",40.9131698608398
"2021-03-02",40.5207595825195
"2021-03-03",39.7359504699707
"2021-03-04",39.7172546386719
"2021-03-05",40.2124443054199
"2021-03-08",39.8262596130371
"2021-03-09",40.140811920166
"2021-03-10",41.1654319763184
"2021-03-11",41.1498603820801
"2021-03-12",41.7696151733398
"2021-03-15",41.5547256469727
"2021-03-16",41.5422592163086
"2021-03-17",41.1965713500977
"2021-03-18",40.6586723327637
"2021-03-19",41.1997032165527
"2021-03-22",41.3967208862305
"2021-03-23",41.8877143859863
"2021-03-24",41.6281509399414
"2021-03-25",41.9096069335938
"2021-03-26",42.2598609924316
"2021-03-29",42.7414855957031
"2021-03-30",42.4506301879883
"2021-03-31",42.4787902832031
"2021-04-01",42.4131240844727
"2021-04-05",43.6046295166016
"2021-04-06",43.8141670227051
"2021-04-07",43.7203407287598
"2021-04-08",43.692195892334
"2021-04-09",43.7140998840332
"2021-04-12",43.7203407287598
"2021-04-13",43.5858688354492
"2021-04-14",43.5702247619629
"2021-04-15",43.8329277038574
"2021-04-16",43.9736518859863
"2021-04-19",43.692195892334
"2021-04-20",44.0299491882324
"2021-04-21",44.1581726074219
"2021-04-22",43.6796836853027
"2021-04-23",43.7516250610352
"2021-04-26",43.1292762756348
"2021-04-27",43.276252746582
"2021-04-28",43.1230163574219
"2021-04-29",43.6671829223633
"2021-04-30",43.7547378540039
"2021-05-03",44.4458923339844
"2021-05-04",44.0080528259277
"2021-05-05",43.9705352783203
"2021-05-06",44.2844886779785
"2021-05-07",44.0176277160645
"2021-05-10",44.2122802734375
"2021-05-11",43.8135414123535
"2021-05-12",42.6801528930664
"2021-05-13",43.4022560119629
"2021-05-14",43.8041381835938
"2021-05-17",43.6063385009766
"2021-05-18",44.5545043945312
"2021-05-19",44.5576438903809
"2021-05-20",44.7146263122559
"2021-05-21",44.504264831543
"2021-05-24",44.5074081420898
"2021-05-25",44.689510345459
"2021-05-26",44.6361312866211
"2021-05-27",44.4854278564453
"2021-05-28",44.5921821594238
"2021-06-01",44.4760208129883
"2021-06-02",44.3786926269531
"2021-06-03",44.4571800231934
"2021-06-04",44.5356674194336
"2021-06-07",44.2373962402344
"2021-06-08",43.9014549255371
"2021-06-09",43.6659927368164
"2021-06-10",43.9171676635742
"2021-06-11",44.1903114318848
"2021-06-14",44.1306419372559
"2021-06-15",43.9548416137695
"2021-06-16",43.0600433349609
"2021-06-17",43.2390060424805
"2021-06-18",42.4383926391602
"2021-06-21",42.8245582580566
"2021-06-22",43.0223617553711
"2021-06-23",42.6864166259766
"2021-06-24",42.9846839904785
"2021-06-25",43.4933090209961
"2021-06-28",43.3583068847656
"2021-06-29",43.1071395874023
"2021-06-30",44.275074005127
"2021-07-01",43.7413330078125
"2021-07-02",43.9893646240234
"2021-07-06",43.9359970092773
"2021-07-07",43.8637809753418
"2021-07-08",43.8261032104492
"2021-07-09",44.0490226745605
"2021-07-12",43.9705276489258
"2021-07-13",44.1369361877441
"2021-07-14",44.4414710998535
"2021-07-15",44.4760208129883
"2021-07-16",44.4446144104004
"2021-07-19",44.3410148620605
"2021-07-20",44.5419425964355
"2021-07-21",44.3221664428711
"2021-07-22",44.3535690307617
"2021-07-23",44.7177619934082
"2021-07-26",44.7805442810059
"2021-07-27",44.7836952209473
"2021-07-28",44.6015968322754
"2021-07-29",44.6581115722656
"2021-07-30",44.7554397583008
"2021-08-02",44.6518325805664
"2021-08-03",45.1541748046875
"2021-08-04",44.8464851379395
"2021-08-05",45.6784973144531
"2021-08-06",45.5968589782715
"2021-08-09",45.7067489624023
"2021-08-10",46.6800308227539
"2021-08-11",47.097599029541
"2021-08-12",46.9715690612793
"2021-08-13",47.1196670532227
"2021-08-16",47.5041122436523
"2021-08-17",47.4883460998535
"2021-08-18",46.9841575622559
"2021-08-19",47.3024215698242
"2021-08-20",47.7246856689453
"2021-08-23",47.4095687866211
"2021-08-24",46.9211273193359
"2021-08-25",46.9400367736816
"2021-08-26",46.4327087402344
"2021-08-27",46.1711540222168
"2021-08-30",46.5430030822754
"2021-08-31",46.6690483093262
"2021-09-01",46.5681953430176
"2021-09-02",46.8139953613281
"2021-09-03",47.0314254760742
"2021-09-07",46.4074897766113
"2021-09-08",46.4673652648926
"2021-09-09",46.1396446228027
"2021-09-10",45.9726409912109
"2021-09-13",45.7110824584961
"2021-09-14",45.4715957641602
"2021-09-15",45.5503692626953
"2021-09-16",45.7016258239746
"2021-09-17",45.6070861816406
"2021-09-20",44.9800033569336
"2021-09-21",45.0682334899902
"2021-09-22",44.9642524719238
"2021-09-23",44.9894638061523
"2021-09-24",45.1155052185059
"2021-09-27",44.8255958557129
"2021-09-28",44.2741317749023
"2021-09-29",44.2552223205566
"2021-09-30",43.9212074279785
"2021-10-01",43.1869850158691
"2021-10-04",42.7710266113281
"2021-10-05",43.0514831542969
"2021-10-06",43.3665924072266
"2021-10-07",43.8770942687988
"2021-10-08",44.0094375610352
"2021-10-11",43.9684715270996
"2021-10-12",43.9212074279785
"2021-10-13",43.6029357910156
"2021-10-14",44.0756187438965
"2021-10-15",44.2898979187012
"2021-10-18",44.6459808349609
"2021-10-19",45.5944862365723
"2021-10-20",46.0072937011719
"2021-10-21",46.2625389099121
"2021-10-22",46.7446746826172
"2021-10-25",47.2866744995117
"2021-10-26",46.8738708496094
"2021-10-27",46.4894256591797
"2021-10-28",46.7793388366699
"2021-10-29",47.0850105285645
"2021-11-01",47.2015953063965
"2021-11-02",47.1795387268066
"2021-11-03",47.3244895935059
"2021-11-04",47.6711273193359
"2021-11-05",47.3402481079102
"2021-11-08",47.037727355957
"2021-11-09",47.2015953063965
"2021-11-10",46.776180267334
"2021-11-11",46.7950897216797
"2021-11-12",46.561897277832
"2021-11-15",46.2940483093262
"2021-11-16",45.1155052185059
"2021-11-17",44.7279167175293
"2021-11-18",45.1123542785645
"2021-11-19",44.8697204589844
"2021-11-22",45.6228408813477
"2021-11-23",45.9474143981934
"2021-11-24",46.1774597167969
"2021-11-26",45.6606674194336
"2021-11-29",44.9453392028809
"2021-11-30",44.315113067627
"2021-12-01",43.2153472900391
"2021-12-02",42.6890983581543
"2021-12-03",43.3319320678711
"2021-12-06",43.8014640808105
"2021-12-07",43.6596641540527
"2021-12-08",43.2184982299805
"2021-12-09",43.8196258544922
"2021-12-10",44.6200866699219
"2021-12-13",45.423713684082
"2021-12-14",45.8571624755859
"2021-12-15",46.1197738647461
"2021-12-16",45.3509407043457
"2021-12-17",43.8987312316895
"2021-12-20",44.0411071777344
"2021-12-21",44.1739845275879
"2021-12-22",44.2309379577637
"2021-12-23",44.1328468322754
"2021-12-27",44.5346565246582
"2021-12-28",45.1737670898438
"2021-12-29",45.151611328125
"2021-12-30",45.2971496582031
"2021-12-31",45.7780609130859
"2022-01-03",45.7654151916504
"2022-01-04",44.9269866943359
"2022-01-05",45.5344467163086
"2022-01-06",45.4078979492188
"2022-01-07",45.8413467407227
"2022-01-10",45.7527542114258
"2022-01-11",45.6230316162109
"2022-01-12",45.3825759887695
"2022-01-13",46.0248413085938
"2022-01-14",45.8951263427734
"2022-01-18",45.0915107727051
"2022-01-19",45.5407752990723
"2022-01-20",44.6802101135254
"2022-01-21",44.3543243408203
"2022-01-24",44.3575019836426
"2022-01-25",43.3925018310547
"2022-01-26",42.9495658874512
"2022-01-27",42.9780426025391
"2022-01-28",43.5095748901367
"2022-01-31",44.2340965270996
"2022-02-01",44.5821228027344
"2022-02-02",44.5631408691406
"2022-02-03",44.6074371337891
"2022-02-04",44.0822334289551
"2022-02-07",43.6487808227539
"2022-02-08",43.6582679748535
"2022-02-09",43.5633544921875
"2022-02-10",43.0539779663086
"2022-02-11",42.8166770935059
"2022-02-14",42.3800735473633
"2022-02-15",42.5129470825195
"2022-02-16",42.2471809387207
"2022-02-17",43.9398612976074
"2022-02-18",43.6582679748535
"2022-02-22",43.1710433959961
"2022-02-23",42.7280921936035
"2022-02-24",42.5635719299316
"2022-02-25",43.1488838195801
"2022-02-28",42.7628974914551
"2022-03-01",43.0254936218262
"2022-03-02",43.0792808532715
"2022-03-03",44.0695762634277
"2022-03-04",45.1864242553711
"2022-03-07",44.8225784301758
"2022-03-08",43.895565032959
"2022-03-09",44.1233596801758
"2022-03-10",45.1263084411621
"2022-03-11",44.9491310119629
"2022-03-14",45.5755805969238
"2022-03-15",46.1229248046875
"2022-03-16",45.9868850708008
"2022-03-17",46.0567588806152
"2022-03-18",46.1933288574219
"2022-03-21",45.809024810791
"2022-03-22",45.6724548339844
"2022-03-23",45.0848655700684
"2022-03-24",45.3643646240234
"2022-03-25",45.561279296875
"2022-03-28",46.3711967468262
"2022-03-29",46.7618598937988
"2022-03-30",47.6003532409668
"2022-03-31",47.2986221313477
"2022-04-01",47.9624214172363
"2022-04-04",47.9719467163086
"2022-04-05",48.108512878418
"2022-04-06",49.2265167236328
"2022-04-07",49.718807220459
"2022-04-08",49.9951324462891
"2022-04-11",49.0041885375977
"2022-04-12",48.6675186157227
"2022-04-13",49.9347763061523
"2022-04-14",49.8903160095215
"2022-04-18",49.5091934204102
"2022-04-19",50.0713539123535
"2022-04-20",50.7002220153809
"2022-04-21",50.7764511108398
"2022-04-22",49.8204536437988
"2022-04-25",49.8458557128906
"2022-04-26",49.3249702453613
"2022-04-27",48.9883079528809
"2022-04-28",49.6139907836914
"2022-04-29",48.5912857055664
"2022-05-02",48.2705039978027
"2022-05-03",48.438835144043
"2022-05-04",49.1089973449707
"2022-05-05",48.6882286071777
"2022-05-06",47.6745567321777
"2022-05-09",48.2323951721191
"2022-05-10",47.5534248352051
"2022-05-11",47.0561485290527
"2022-05-12",47.0115242004395
"2022-05-13",47.1932220458984
"2022-05-16",47.2442169189453
"2022-05-17",41.8698387145996
"2022-05-18",39.0264434814453
"2022-05-19",37.9553985595703
"2022-05-20",37.9968338012695
"2022-05-23",39.0806465148926
"2022-05-24",39.5683555603027
"2022-05-25",39.3260917663574
"2022-05-26",40.1644439697266
"2022-05-27",40.9549827575684
"2022-05-31",41.002799987793
"2022-06-01",39.9891242980957
"2022-06-02",40.6457824707031
"2022-06-03",39.9476852416992
"2022-06-06",39.8042411804199
"2022-06-07",39.3260917663574
"2022-06-08",38.9850120544434
"2022-06-09",38.5769920349121
"2022-06-10",38.7937545776367
"2022-06-13",38.0637817382812
"2022-06-14",38.079719543457
"2022-06-15",38.0542068481445
"2022-06-16",38.4494819641113
"2022-06-17",37.7067565917969
"2022-06-21",38.9435691833496
"2022-06-22",38.4717979431152
"2022-06-23",39.4057807922363
"2022-06-24",39.4376602172852
"2022-06-27",39.5651664733887
"2022-06-28",39.00732421875
"2022-06-29",38.8638801574707
"2022-06-30",38.755500793457
"2022-07-01",39.0902061462402
"2022-07-05",39.6065979003906
"2022-07-06",39.8871192932129
"2022-07-07",39.9476852416992
"2022-07-08",39.9731903076172
"2022-07-11",39.9891242980957
"2022-07-12",39.8679885864258
"2022-07-13",39.963623046875
"2022-07-14",40.7446022033691
"2022-07-15",41.1430473327637
"2022-07-18",41.047420501709
"2022-07-19",41.2992515563965
"2022-07-20",41.6435089111328
"2022-07-21",42.2523498535156
"2022-07-22",42.143970489502
"2022-07-25",42.0834121704102
"2022-07-26",38.8830070495605
"2022-07-27",40.3525123596191
"2022-07-28",41.359806060791
"2022-07-29",42.0929679870605
"2022-08-01",42.2491645812988
"2022-08-02",42.2937889099121
"2022-08-03",41.5988883972168
"2022-08-04",40.0273666381836
"2022-08-05",40.3493194580078
"2022-08-08",40.6776504516602
"2022-08-09",41.0792961120605
"2022-08-10",41.1653671264648
"2022-08-11",41.5623512268066
"2022-08-12",42.3307266235352
"2022-08-15",42.4523849487305
"2022-08-16",44.6198348999023
"2022-08-17",44.6678581237793
"2022-08-18",44.5237808227539
"2022-08-19",43.8674659729004
"2022-08-22",43.0830879211426
"2022-08-23",42.9006004333496
"2022-08-24",43.2111511230469
"2022-08-25",43.4992942810059
"2022-08-26",42.1322288513184
"2022-08-29",42.5420265197754
"2022-08-30",42.4139633178711
"2022-08-31",42.4363708496094
"2022-09-01",43.0542678833008
"2022-09-02",42.5804405212402
"2022-09-06",42.3691520690918
"2022-09-07",43.4576606750488
"2022-09-08",43.6785736083984
"2022-09-09",43.8098258972168
"2022-09-12",44.2036209106445
"2022-09-13",43.291187286377
"2022-09-14",43.1951370239258
"2022-09-15",42.7309226989746
"2022-09-16",42.6412773132324
"2022-09-19",43.0062484741211
"2022-09-20",42.7565269470215
"2022-09-21",43.1471176147461
"2022-09-22",42.7053031921387
"2022-09-23",41.6391944885254
"2022-09-26",42.0393829345703
"2022-09-27",41.9241256713867
"2022-09-28",42.615665435791
"2022-09-29",42.34033203125
"2022-09-30",41.5239334106445
"2022-10-03",42.4299736022949
"2022-10-04",42.980640411377
"2022-10-05",42.5548324584961
"2022-10-06",42.1578407287598
"2022-10-07",41.1589584350586
"2022-10-10",41.4022750854492
"2022-10-11",42.4747924804688
"2022-10-12",41.994556427002
"2022-10-13",42.3499298095703
"2022-10-14",41.7576484680176
"2022-10-17",42.05859375
"2022-10-18",42.9454154968262
"2022-10-19",42.8237609863281
"2022-10-20",42.9294128417969
"2022-10-21",43.7970314025879
"2022-10-24",44.632625579834
"2022-10-25",44.8439254760742
"2022-10-26",45.1864967346191
"2022-10-27",45.055233001709
"2022-10-28",45.6251068115234
"2022-10-31",45.5674743652344
"2022-11-01",45.3625793457031
"2022-11-02",45.061637878418
"2022-11-03",45.0520324707031
"2022-11-04",45.1320686340332
"2022-11-07",45.605899810791
"2022-11-08",45.7147445678711
"2022-11-09",44.6518402099609
"2022-11-10",45.5770835876465
"2022-11-11",45.6475219726562
"2022-11-14",44.3060760498047
"2022-11-15",47.2034568786621
"2022-11-16",47.5428314208984
"2022-11-17",47.3827476501465
"2022-11-18",48.0966873168945
"2022-11-21",48.3912315368652
"2022-11-22",48.5641136169434
"2022-11-23",48.7978248596191
"2022-11-25",49.005931854248
"2022-11-28",49.1467971801758
"2022-11-29",48.9739151000977
"2022-11-30",48.7978248596191
"2022-12-01",49.101978302002
"2022-12-02",49.0539474487305
"2022-12-05",48.5513076782227
"2022-12-06",47.9878387451172
"2022-12-07",47.7381248474121
"2022-12-08",47.8120346069336
"2022-12-09",46.6969146728516
"2022-12-12",47.567798614502
"2022-12-13",47.3974800109863
"2022-12-14",47.1339569091797
"2022-12-15",46.7129821777344
"2022-12-16",45.8742294311523
"2022-12-19",45.8902931213379
"2022-12-20",46.2919960021973
"2022-12-21",46.655143737793
"2022-12-22",46.1088256835938
"2022-12-23",46.2020149230957
"2022-12-27",46.2148742675781
"2022-12-28",45.4050369262695
"2022-12-29",45.6814117431641
"2022-12-30",45.5657196044922
"2023-01-03",46.147388458252
"2023-01-04",46.1988067626953
"2023-01-05",46.0413360595703
"2023-01-06",47.1693077087402
"2023-01-09",46.5812149047852
"2023-01-10",46.552303314209
"2023-01-11",46.9604301452637
"2023-01-12",46.5362319946289
"2023-01-13",46.6904792785645
"2023-01-17",46.4076881408691
"2023-01-18",45.2604293823242
"2023-01-19",44.6144905090332
"2023-01-20",45.1640281677246
"2023-01-23",45.8388748168945
"2023-01-24",45.960994720459
"2023-01-25",45.7424774169922
"2023-01-26",45.7006874084473
"2023-01-27",46.0509834289551
"2023-01-30",45.6814117431641
"2023-01-31",46.2341575622559
"2023-02-01",46.4912414550781
"2023-02-02",46.1538162231445
"2023-02-03",45.5400161743164
"2023-02-06",45.2090187072754
"2023-02-07",45.3054122924805
"2023-02-08",45.0611915588379
"2023-02-09",45.4789505004883
"2023-02-10",46.1859550476074
"2023-02-13",46.8897323608398
"2023-02-14",46.7547569274902
"2023-02-15",47.1018257141113
"2023-02-16",46.3626976013184
"2023-02-17",47.0600509643555
"2023-02-21",47.346061706543
"2023-02-22",46.3530578613281
"2023-02-23",45.6621284484863
"2023-02-24",45.784252166748
"2023-02-27",45.4532470703125
"2023-02-28",45.674991607666
"2023-03-01",45.038688659668
"2023-03-02",45.1511650085449
"2023-03-03",45.2057952880859
"2023-03-06",45.1993713378906
"2023-03-07",44.7494735717773
"2023-03-08",44.3799018859863
"2023-03-09",44.0810356140137
"2023-03-10",44.0167655944824
"2023-03-13",44.1453056335449
"2023-03-14",44.3799018859863
"2023-03-15",44.8747940063477
"2023-03-16",44.6198883056641
"2023-03-17",44.9812774658203
"2023-03-20",45.4653015136719
"2023-03-21",45.3104133605957
"2023-03-22",45.0200080871582
"2023-03-23",45.3846244812012
"2023-03-24",45.7557067871094
"2023-03-27",46.5204544067383
"2023-03-28",46.3397560119629
"2023-03-29",46.5398178100586
"2023-03-30",47.0044708251953
"2023-03-31",47.5788383483887
"2023-04-03",47.9789581298828
"2023-04-04",47.5078468322754
"2023-04-05",48.2951850891113
"2023-04-06",48.6598052978516
"2023-04-10",48.5662307739258
"2023-04-11",48.424259185791
"2023-04-12",48.1886940002441
"2023-04-13",48.2371139526367
"2023-04-14",47.911190032959
"2023-04-17",48.2467803955078
"2023-04-18",48.3532676696777
"2023-04-19",48.4048881530762
"2023-04-20",48.7146644592285
"2023-04-21",48.9598960876465
"2023-04-24",49.2922592163086
"2023-04-25",48.9082679748535
"2023-04-26",48.6953010559082
"2023-04-27",48.8469619750977
"2023-04-28",48.7146644592285
"2023-05-01",48.914722442627
"2023-05-02",48.7824249267578
"2023-05-03",48.6017303466797
"2023-05-04",48.7377624511719
"2023-05-05",49.1588401794434
"2023-05-08",49.4665489196777
"2023-05-09",49.5507659912109
"2023-05-10",49.4114875793457
"2023-05-11",49.5961074829102
"2023-05-12",49.5799102783203
"2023-05-15",49.1944694519043
"2023-05-16",48.5142707824707
"2023-05-17",48.4333000183105
"2023-05-18",49.0616722106934
"2023-05-19",48.5563812255859
"2023-05-22",48.1288223266602
"2023-05-23",48.038143157959
"2023-05-24",47.8178787231445
"2023-05-25",47.3417472839355
"2023-05-26",47.4259605407715
"2023-05-30",47.3093528747559
"2023-05-31",47.5717124938965
"2023-06-01",47.7466239929199
"2023-06-02",48.2033271789551
"2023-06-05",48.5207481384277
"2023-06-06",48.5142707824707
"2023-06-07",48.5855293273926
"2023-06-08",49.2883987426758
"2023-06-09",49.5863914489746
"2023-06-12",49.9135398864746
"2023-06-13",50.3022193908691
"2023-06-14",50.8107452392578
"2023-06-15",51.0893058776855
"2023-06-16",50.3767127990723
"2023-06-20",49.9329643249512
"2023-06-21",50.0301399230957
"2023-06-22",50.4479751586914
"2023-06-23",50.3540458679199
"2023-06-26",50.2212448120117
"2023-06-27",50.0398559570312
"2023-06-28",50.3119430541992
